Number of atr,P_edge,Target assort,Target correlation,Calculated_corr,Time,Deviation_assort,Corr_type,Sheme,Mutation
8,0.05,0.9,"[0.16956354608723506, 0.22783959961805847, 0.2173832151449654, 0.0990056209051993, 0.17829966423163987]","[0.0924607825540386, -0.176652233216948, 0.3091446102313907, 0.010880461594240793, -0.10236785927110859]",93,0.09999999999999998,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.16956354608723506, 0.22783959961805847, 0.2173832151449654, 0.0990056209051993, 0.17829966423163987]","[0.27984928440648205, 0.3080592702418202, 0.5543945678732792, 0.16136695020722608, 0.26773498230619075]",93,0.20000000000000007,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.16956354608723506, 0.22783959961805847, 0.2173832151449654, 0.0990056209051993, 0.17829966423163987]","[0.22182938067199265, 0.26693220854692457, -0.02053950915483479, 0.14012769922898824, 0.30371270966367725]",93,0.30000000000000004,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.7866285109837823, 0.8295814922762115, 0.7306734372403576, 0.7798031107234671, 0.869755632577383]","[-0.046579828532925915, -0.9939288732357723, 0.3603861173185406, 0.09292106670756686, 0.13229210021594925]",47,0.0,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.7866285109837823, 0.8295814922762115, 0.7306734372403576, 0.7798031107234671, 0.869755632577383]","[0.7065828222958029, 0.7917100698480943, 0.0512651921819553, -0.20185977184404708, -0.1999385881295059]",47,0.09999999999999998,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.7866285109837823, 0.8295814922762115, 0.7306734372403576, 0.7798031107234671, 0.869755632577383]","[0.9078660433442431, 0.11064647673382849, 0.42627222510506624, -0.15035163483232267, -0.13757298788811165]",47,0.1,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.7866285109837823, 0.8295814922762115, 0.7306734372403576, 0.7798031107234671, 0.869755632577383]","[0.8044039588860855, 0.4210834742455921, 0.4153486007934451, 0.0035279647092076195, -0.12229636061181044]",47,0.7,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.7866285109837823, 0.8295814922762115, 0.7306734372403576, 0.7798031107234671, 0.869755632577383]","[0.5887335850429131, 0.9818426279498464, 0.4964279927236272, 0.011492999119634275, 0.644431190628575]",183,0.0,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.7866285109837823, 0.8295814922762115, 0.7306734372403576, 0.7798031107234671, 0.869755632577383]","[0.35160995020369074, 0.6373845129724248, 0.7474632546972783, 0.6944204914935658, 0.7492663631941502]",183,0.09999999999999998,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.14347015362082652, 0.1618459025416368, 0.28946352014564697, 0.26450146668941105, 0.10668922568207968, 0.24315751927364776, 0.08892275625664442]","[0.027652436572702135, 0.4106953867154592, 0.24809059966000868, -0.5516296967772116, 0.11937225335012314, 0.33489870721124676, 0.572267427083977]",56,0.0,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.14347015362082652, 0.1618459025416368, 0.28946352014564697, 0.26450146668941105, 0.10668922568207968, 0.24315751927364776, 0.08892275625664442]","[-0.0756498872274701, 0.10620989596722451, 0.07006544728853843, -0.491350827489376, 0.10291867148769322, 0.3622049587091558, 0.13897517171757148]",56,0.2,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.14347015362082652, 0.1618459025416368, 0.28946352014564697, 0.26450146668941105, 0.10668922568207968, 0.24315751927364776, 0.08892275625664442]","[0.23520601252785903, 0.1526517057102884, -0.26255836927133497, 0.5561844503466566, 0.20566049843864284, 0.05249449103140502, 0.1318925538608389]",372,0.0,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.14347015362082652, 0.1618459025416368, 0.28946352014564697, 0.26450146668941105, 0.10668922568207968, 0.24315751927364776, 0.08892275625664442]","[0.17910016143137758, 0.07328852614387941, -0.16886971909336515, 0.3602754259786019, 0.1990164745567695, 0.028217721591929805, 0.05564635554370905]",372,0.09999999999999998,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.7637527004705608, 0.715192307175877, 0.7268368020570856, 0.7706257298794588, 0.8352347424571933, 0.8816167457815673, 0.7743161768907849]","[0.13976225452745863, 0.01973090085337927, -0.10988358774794992, 0.9108858009467776, 0.8483278603623974, 0.4120523737591624, -0.09707858817796852]",175,0.0,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.7637527004705608, 0.715192307175877, 0.7268368020570856, 0.7706257298794588, 0.8352347424571933, 0.8816167457815673, 0.7743161768907849]","[-0.05052504697836767, 0.004803016240173597, 0.24264433022489917, 0.15888901264183786, 0.8071806013231969, 0.45569381039125484, 0.26468672966482754]",175,0.09999999999999998,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.7637527004705608, 0.715192307175877, 0.7268368020570856, 0.7706257298794588, 0.8352347424571933, 0.8816167457815673, 0.7743161768907849]","[0.01553519786552478, 0.40545515928849346, 0.09070431291238151, 0.0795235700633448, 0.8369636696022492, 0.44059076885687254, 0.3771622423400342]",175,0.3,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.7637527004705608, 0.715192307175877, 0.7268368020570856, 0.7706257298794588, 0.8352347424571933, 0.8816167457815673, 0.7743161768907849]","[0.012882761932965699, 0.6274190674196285, 0.13824978538343874, 0.1807013256741273, 0.8845917123960492, 0.3793036541942985, 0.6035758211876603]",175,0.49999999999999994,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.7637527004705608, 0.715192307175877, 0.7268368020570856, 0.7706257298794588, 0.8352347424571933, 0.8816167457815673, 0.7743161768907849]","[0.10523555640654653, 0.2282067948290478, 0.14064132816792488, 0.8193773096340078, 0.87296187454455, 0.4076353120688474, 0.4286946780183789]",175,0.7,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.7637527004705608, 0.715192307175877, 0.7268368020570856, 0.7706257298794588, 0.8352347424571933, 0.8816167457815673, 0.7743161768907849]","[-0.3578816093329733, 0.7066988943980475, 0.1301537277110867, -0.5939304279627974, 0.5450545197855203, 0.7811802157054258, 0.4307830624877325]",55,0.0,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.7637527004705608, 0.715192307175877, 0.7268368020570856, 0.7706257298794588, 0.8352347424571933, 0.8816167457815673, 0.7743161768907849]","[-0.6344294915039103, 0.5353146713521639, 0.26815011896899393, 0.41925433644911225, 0.44341966799714705, 0.6013848915273611, 0.4391344163862643]",55,0.09999999999999998,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.7637527004705608, 0.715192307175877, 0.7268368020570856, 0.7706257298794588, 0.8352347424571933, 0.8816167457815673, 0.7743161768907849]","[0.017115469388748354, 0.3936611488169392, 0.16104304100702133, 0.9524830780761893, 0.31813355213416594, 0.7334984316023627, 0.46521728338411716]",55,0.9,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.001336019456785109, 0.11902668110510053, 0.16946850015191242, 0.1182566354879338, 0.12128600218587561, 0.1623969843623191, 0.005812443557637192, 0.022346980275669948, 0.27045001652740547, 0.03736827259860132, 0.15814205129217343, 0.2464599713329454, 0.2784935963018728, 0.2248098354013516, 0.17485705128519238, 0.13077012996333112, 0.12103497156175447]","[0.21686624201232654, -0.11427550168421699, -0.08096671651819864, 0.13717227034368346, 0.33305550143891843, 0.28577418022833884, 0.3511250188290677, 0.020567016728237415, 0.568424004668842, -0.7667913825333583, 0.09234063699604715, 0.5501526925798241, 0.06102184446798534, 0.21603493609117974, -0.055604560701209185, -0.08245908265056816, -0.240567212459763]",378,0.0,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.001336019456785109, 0.11902668110510053, 0.16946850015191242, 0.1182566354879338, 0.12128600218587561, 0.1623969843623191, 0.005812443557637192, 0.022346980275669948, 0.27045001652740547, 0.03736827259860132, 0.15814205129217343, 0.2464599713329454, 0.2784935963018728, 0.2248098354013516, 0.17485705128519238, 0.13077012996333112, 0.12103497156175447]","[0.22620632355608367, -0.08434859397811169, -0.07501134737142019, 0.2547459182066671, 0.34762519459442426, 0.41700776471827267, 0.32955757793450063, -0.051408501296762846, -0.08137329910835, -0.4765106454007951, 0.08754288328934562, 0.4402042354330327, 0.0016620745903251203, -0.16794050515453604, -0.030121737562532454, -0.08660000247022367, -0.14091426215195257]",378,0.2,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.001336019456785109, 0.11902668110510053, 0.16946850015191242, 0.1182566354879338, 0.12128600218587561, 0.1623969843623191, 0.005812443557637192, 0.022346980275669948, 0.27045001652740547, 0.03736827259860132, 0.15814205129217343, 0.2464599713329454, 0.2784935963018728, 0.2248098354013516, 0.17485705128519238, 0.13077012996333112, 0.12103497156175447]","[0.09445430199559778, 0.004583566541761505, -0.0403438764320294, -0.09855241022871422, 0.12815382834831635, 0.15025737013510987, 0.38835950088560073, 0.10717367326147967, 0.07722646186423354, -0.5516282025239568, 0.10130095853759927, 0.520562036299748, 0.10225485760352426, 0.03568957240512963, 0.0913330240934689, 0.008964618917280212, -0.18596852368576813]",378,0.2,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.001336019456785109, 0.11902668110510053, 0.16946850015191242, 0.1182566354879338, 0.12128600218587561, 0.1623969843623191, 0.005812443557637192, 0.022346980275669948, 0.27045001652740547, 0.03736827259860132, 0.15814205129217343, 0.2464599713329454, 0.2784935963018728, 0.2248098354013516, 0.17485705128519238, 0.13077012996333112, 0.12103497156175447]","[0.7595558453601112, 0.4139584538732585, -0.5586272251542571, -0.5229825828025015, -0.22148798148340518, -0.3617011884760253, -0.705803922834001, 0.4326631461617408, 0.37126379412155985, -0.8427301197388596, 0.1297306985120819, 0.5541198886900615, 0.37713234210968655, 0.15696983350441288, 0.17797550933869677, 0.018955409013629514, -0.1864157932652079]",84,0.0,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.001336019456785109, 0.11902668110510053, 0.16946850015191242, 0.1182566354879338, 0.12128600218587561, 0.1623969843623191, 0.005812443557637192, 0.022346980275669948, 0.27045001652740547, 0.03736827259860132, 0.15814205129217343, 0.2464599713329454, 0.2784935963018728, 0.2248098354013516, 0.17485705128519238, 0.13077012996333112, 0.12103497156175447]","[0.7593789983839462, 0.2974141693237697, -0.6093581169883506, -0.4089609299418334, -0.38686995250476597, -0.2230379219823919, -0.6468891831828482, 0.43191078223697565, 0.5844053492971608, -0.7856831173224323, 0.12419025445857075, 0.5793305007097379, 0.27091449876358265, 0.3345844270768832, -0.0181209878116988, -0.01233369014572764, -0.20082474314227816]",84,0.09999999999999998,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.001336019456785109, 0.11902668110510053, 0.16946850015191242, 0.1182566354879338, 0.12128600218587561, 0.1623969843623191, 0.005812443557637192, 0.022346980275669948, 0.27045001652740547, 0.03736827259860132, 0.15814205129217343, 0.2464599713329454, 0.2784935963018728, 0.2248098354013516, 0.17485705128519238, 0.13077012996333112, 0.12103497156175447]","[0.6907556173398834, 0.2685997803091724, -0.2860775074012064, -0.5552888302188286, -0.5335271608143317, -0.43837086359450705, -0.6357164108377695, 0.5607923582354948, 0.5883750010834775, -0.7296367502025468, 0.19169966375303524, 0.5150374729503945, 0.5202792658882471, 0.3852339499486146, -0.0035211112105427737, 0.10933014883309772, 0.05321191875342059]",84,0.20000000000000007,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.001336019456785109, 0.11902668110510053, 0.16946850015191242, 0.1182566354879338, 0.12128600218587561, 0.1623969843623191, 0.005812443557637192, 0.022346980275669948, 0.27045001652740547, 0.03736827259860132, 0.15814205129217343, 0.2464599713329454, 0.2784935963018728, 0.2248098354013516, 0.17485705128519238, 0.13077012996333112, 0.12103497156175447]","[0.4524318506837665, 0.38372179691959835, -0.1287946468316611, -0.13870964433349944, -0.08597528116321745, -0.41453236519781417, -0.614518981109932, 0.57663090128923, 0.6482079100756372, -0.6539269812727311, 0.19281819698095296, 0.6364448657591769, 0.47874715629867926, 0.1092903357424567, -0.07216270612717772, 0.006255827538178381, -0.2684826626542375]",84,0.30000000000000004,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.001336019456785109, 0.11902668110510053, 0.16946850015191242, 0.1182566354879338, 0.12128600218587561, 0.1623969843623191, 0.005812443557637192, 0.022346980275669948, 0.27045001652740547, 0.03736827259860132, 0.15814205129217343, 0.2464599713329454, 0.2784935963018728, 0.2248098354013516, 0.17485705128519238, 0.13077012996333112, 0.12103497156175447]","[-0.15206260504451893, 0.4578055477073566, 0.19106634370667094, -0.3355757140425966, -0.3538753139137851, -0.3441566750154214, -0.653626774321149, 0.5600959844741618, 0.6031242217704514, -0.7614425693333523, 0.07494002568538645, 0.46158369139981736, 0.3832833081835948, 0.03454009857144902, 0.09468582699472577, 0.022123971916868244, -0.0625003757578269]",84,0.9,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.7806170613149886, 0.8215921168322676, 0.7145828945259188, 0.8274878383932429, 0.7887421958426037, 0.8384917059871642, 0.786513369999035, 0.8392979900789492, 0.850409904971093, 0.7524205669881112, 0.8121467100204517, 0.8838630700440653, 0.813361370082371, 0.8936210619838603, 0.8130876276672955, 0.8467170931739637, 0.8581108494019303]","[0.7535452200620257, -0.631707864584228, -0.37480371321550654, 0.21895040250465778, -0.15825643246252635, -0.09786791546392837, 0.30920958076682653, 0.5210106206343775, 0.512623726362037, -0.7660769856321149, 0.1917861188730982, 0.5813416619136079, 0.43052831673780817, 0.24063961999419164, 0.3850693218371866, 0.06593195433707931, 0.26084477775316645]",156,0.0,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.7806170613149886, 0.8215921168322676, 0.7145828945259188, 0.8274878383932429, 0.7887421958426037, 0.8384917059871642, 0.786513369999035, 0.8392979900789492, 0.850409904971093, 0.7524205669881112, 0.8121467100204517, 0.8838630700440653, 0.813361370082371, 0.8936210619838603, 0.8130876276672955, 0.8467170931739637, 0.8581108494019303]","[0.7128719283259028, -0.47780154439674755, -0.33389944693776896, 0.12683806554511637, 0.23070871794609424, -0.22748242076129294, 0.7367149046108784, 0.4027411230069626, 0.7033962748418696, -0.7446374748543916, 0.2103586474382925, 0.6689263381177973, 0.3580013919354577, 0.29209174478482997, 0.22820358870076968, -0.06885862570763535, -0.1522467159918091]",156,0.1,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.7806170613149886, 0.8215921168322676, 0.7145828945259188, 0.8274878383932429, 0.7887421958426037, 0.8384917059871642, 0.786513369999035, 0.8392979900789492, 0.850409904971093, 0.7524205669881112, 0.8121467100204517, 0.8838630700440653, 0.813361370082371, 0.8936210619838603, 0.8130876276672955, 0.8467170931739637, 0.8581108494019303]","[0.6420380071213201, 0.5402669745867351, 0.03830807921535382, 0.10511930985968555, -0.3811323604431342, -0.08776958336976762, -0.2453447934388379, 0.7883537227925095, 0.617533727918257, -0.7889873544035614, -0.0023651947329998693, 0.6328805831923802, 0.29795822591225063, 0.6190118509393474, 0.14349567784397788, -0.037646682021094766, -0.18403975842824527]",383,0.0,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.7806170613149886, 0.8215921168322676, 0.7145828945259188, 0.8274878383932429, 0.7887421958426037, 0.8384917059871642, 0.786513369999035, 0.8392979900789492, 0.850409904971093, 0.7524205669881112, 0.8121467100204517, 0.8838630700440653, 0.813361370082371, 0.8936210619838603, 0.8130876276672955, 0.8467170931739637, 0.8581108494019303]","[0.4984552918594788, -0.2861803464893339, -0.28494706944278736, 0.3189392246836236, -0.4137441346903105, 0.41808051967772003, 0.6749558682549927, 0.048127072356846094, 0.6918599426394199, -0.7014451809459066, 0.09464516631532606, 0.6553959824053632, 0.6514747881988703, 0.5769949300400997, 0.19809527673862348, 0.008769252601706927, -0.3025939675422483]",383,0.09999999999999998,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.7806170613149886, 0.8215921168322676, 0.7145828945259188, 0.8274878383932429, 0.7887421958426037, 0.8384917059871642, 0.786513369999035, 0.8392979900789492, 0.850409904971093, 0.7524205669881112, 0.8121467100204517, 0.8838630700440653, 0.813361370082371, 0.8936210619838603, 0.8130876276672955, 0.8467170931739637, 0.8581108494019303]","[0.5766491976531045, 0.5789916483449712, -0.17561532639585953, -0.02498403922682501, -0.3454958395660096, 0.011950164569461637, -0.048118356980871316, 0.7966644676460914, 0.583154540786756, -0.6953738315309953, 0.0028607590089006416, 0.6039226699086497, 0.19749169950857762, 0.5751484148404962, 0.26736172274010644, -0.05934991088268425, -0.1579778923708642]",383,0.20000000000000007,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
